"site","school","id","wave","male","math","sci"
2,232,1257,2,1,NA,NA
2,232,1257,3,1,NA,NA
2,232,1257,4,1,NA,NA
2,232,1270,2,1,NA,NA
2,232,1270,3,1,NA,NA
2,232,1270,1,1,NA,NA
2,232,1270,4,1,NA,NA
2,232,1865,1,1,37.77,34.71
2,232,1865,2,1,36.66,31.97
2,232,1865,3,1,36.6,34.41
2,232,1865,4,1,NA,NA
2,232,2095,3,1,NA,NA
2,232,2095,4,1,NA,NA
2,232,2095,1,1,54.49,NA
2,232,2095,2,1,NA,NA
2,232,4024,3,1,NA,NA
2,232,4024,4,1,NA,NA
2,232,4024,2,1,NA,35.25
2,232,4024,1,1,NA,NA
2,232,4308,1,0,NA,NA
2,232,4308,2,0,64.67,70.2
2,232,4308,3,0,NA,NA
2,232,4308,4,0,NA,NA
2,232,4810,1,1,NA,NA
2,232,4810,2,1,NA,48.21
2,232,4810,3,1,NA,NA
2,232,4810,4,1,NA,NA
2,232,5158,1,1,NA,87.14
2,232,5158,2,1,NA,75.8
2,232,5158,3,1,52.67,NA
2,232,5158,4,1,NA,NA
2,232,5267,2,1,NA,NA
2,232,5267,3,1,NA,63.65
2,232,5267,4,1,NA,NA
2,232,5267,1,1,60.35,63.52
2,232,6669,1,0,NA,35.36
2,232,6669,2,0,NA,NA
2,232,6669,3,0,NA,NA
2,232,6669,4,0,NA,NA
2,232,6686,1,1,70.99,60.44
2,232,6686,4,1,NA,NA
2,232,6686,2,1,77.07,66.08
2,232,6686,3,1,85.67,72.79
4,233,1005,1,0,59.4,53.63
4,233,1005,2,0,62.81,65.35
4,233,1005,3,0,NA,NA
4,233,1005,4,0,NA,NA
4,233,1173,1,1,61.06,61.97
4,233,1173,2,1,67.17,65.46
4,233,1173,3,1,66.66,68.93
4,233,1173,4,1,66.01,68.79
4,233,1284,1,1,62.13,58.73
4,233,1284,2,1,65.76,64.7
4,233,1284,3,1,NA,NA
4,233,1284,4,1,NA,NA
4,233,1287,1,1,67.43,72.24
4,233,1287,2,1,66.47,72.77
4,233,1287,3,1,83.32,73.41
4,233,1287,4,1,79.21,82.83
4,233,1354,1,0,70.76,59.56
4,233,1354,2,0,72.06,66.03
4,233,1354,3,0,79.15,73.46
4,233,1354,4,0,79.76,74.13
4,233,1716,4,1,81.2,77.88
4,233,1716,3,1,79.7,74.82
4,233,1716,1,1,73.01,67
4,233,1716,2,1,79.72,70.44
4,233,1831,4,0,NA,NA
4,233,1831,1,0,53.97,62.73
4,233,1831,2,0,64.79,65.28
4,233,1831,3,0,69.65,65.25
4,233,1834,1,0,74.01,68.41
4,233,1834,2,0,74.19,69.04
4,233,1834,3,0,75.73,69.65
4,233,1834,4,0,83.64,73.7
4,233,2783,1,0,53.1,44.94
4,233,2783,2,0,NA,52.22
4,233,2783,3,0,NA,52.07
4,233,2783,4,0,47.06,48.61
4,233,3185,1,1,76.64,62.56
4,233,3185,2,1,77.35,62.49
4,233,3185,3,1,83.48,67.25
4,233,3185,4,1,85.54,73.41
4,233,3426,1,1,75.02,70.5
4,233,3426,2,1,80.69,76.33
4,233,3426,3,1,86.06,77.78
4,233,3426,4,1,87.69,79.21
4,233,3751,1,1,65.16,61.98
4,233,3751,2,1,68.18,64.96
4,233,3751,3,1,78.3,66.36
4,233,3751,4,1,73.51,78.58
4,233,3766,1,1,69.94,64.16
4,233,3766,2,1,70.23,69.99
4,233,3766,3,1,83.77,78.53
4,233,3766,4,1,76.36,76.65
4,233,3813,1,1,60.15,56.92
4,233,3813,2,1,64.26,64.84
4,233,3813,3,1,62.26,60.75
4,233,3813,4,1,NA,60.2
4,233,3852,1,1,61.98,60.77
4,233,3852,2,1,60.89,62.01
4,233,3852,3,1,75.1,66.84
4,233,3852,4,1,69.73,67.36
4,233,3853,1,1,NA,64
4,233,3853,2,1,NA,NA
4,233,3853,3,1,NA,NA
4,233,3853,4,1,57.51,57.47
4,233,3934,1,1,57.38,67.83
4,233,3934,2,1,65.72,68.14
4,233,3934,3,1,62.84,68.82
4,233,3934,4,1,63.31,74.78
4,233,4009,4,1,87.59,82.62
4,233,4009,2,1,79.27,82.88
4,233,4009,3,1,79.62,85.8
4,233,4009,1,1,75.23,79.11
4,233,4012,1,0,65.21,60.05
4,233,4012,2,0,72.11,62.68
4,233,4012,3,0,68.17,59.09
4,233,4012,4,0,71.4,61.77
4,233,4107,4,1,NA,NA
4,233,4107,3,1,NA,NA
4,233,4107,2,1,71.49,65.22
4,233,4107,1,1,41.06,60.77
4,233,4264,4,1,75.91,75.28
4,233,4264,1,1,62.57,67.87
4,233,4264,2,1,71.97,69.24
4,233,4264,3,1,75.38,73.04
4,233,4314,4,1,57.52,54.65
4,233,4314,3,1,54.66,57.46
4,233,4314,1,1,37.05,43.56
4,233,4314,2,1,45.25,47.56
4,233,4587,1,1,77.79,71.73
4,233,4587,2,1,84.16,78.88
4,233,4587,3,1,90.75,78.76
4,233,4587,4,1,93.09,85.82
4,233,4662,2,0,81.25,67.75
4,233,4662,3,0,83.06,66.51
4,233,4662,4,0,79.02,70.95
4,233,4662,1,0,74.03,65.55
4,233,4748,4,0,NA,NA
4,233,4748,1,0,41.93,40.99
4,233,4748,2,0,47.56,53.16
4,233,4748,3,0,45.16,57.74
4,233,5517,1,1,59.84,64.93
4,233,5517,2,1,69.99,67.02
4,233,5517,3,1,74.8,71.34
4,233,5517,4,1,72.05,64.49
4,233,5590,1,1,73.01,71.57
4,233,5590,2,1,76.88,74.88
4,233,5590,3,1,80.44,75.5
4,233,5590,4,1,73.16,69.73
4,233,5900,1,0,57.76,53.37
4,233,5900,2,0,71.11,59.52
4,233,5900,3,0,63.32,64.3
4,233,5900,4,0,65.58,67.69
4,233,5948,1,0,68.34,66.92
4,233,5948,2,0,72.68,72.79
4,233,5948,3,0,68.9,70.37
4,233,5948,4,0,76.65,65.61
4,233,6307,2,1,65.88,63.82
4,233,6307,3,1,69.19,60.46
4,233,6307,4,1,67.78,71.16
4,233,6307,1,1,50.12,48.99
4,233,6451,1,1,42.03,53.01
4,233,6451,2,1,44.75,55.57
4,233,6451,3,1,47.13,53.85
4,233,6451,4,1,55.06,61.12
4,233,6470,2,0,69.67,59.26
4,233,6470,3,0,77.82,68.67
4,233,6470,4,0,79.27,74
4,233,6470,1,0,70.28,65.28
4,233,6628,4,1,NA,NA
4,233,6628,1,1,67.26,66.17
4,233,6628,2,1,80.16,62.85
4,233,6628,3,1,82.3,69.37
4,233,6845,1,1,41.13,58.36
4,233,6845,2,1,56.85,68.71
4,233,6845,3,1,NA,NA
4,233,6845,4,1,NA,63.32
3,234,1506,1,0,70.63,63.1
3,234,1506,2,0,NA,NA
3,234,1506,3,0,NA,NA
3,234,1506,4,0,84.07,NA
3,234,1509,1,1,NA,74.69
3,234,1509,2,1,NA,NA
3,234,1509,3,1,NA,NA
3,234,1509,4,1,81.21,NA
3,234,1727,1,0,68.87,58.51
3,234,1727,2,0,81.86,62.75
3,234,1727,3,0,79.14,67.08
3,234,1727,4,0,77.5,72.38
3,234,1895,1,0,54.29,42.44
3,234,1895,2,0,62.16,54.59
3,234,1895,3,0,59.53,NA
3,234,1895,4,0,49.68,NA
3,234,1991,1,0,49.77,51.63
3,234,1991,2,0,NA,NA
3,234,1991,3,0,NA,NA
3,234,1991,4,0,NA,62.71
3,234,2403,4,0,78.71,75.98
3,234,2403,1,0,65.2,62.27
3,234,2403,2,0,NA,NA
3,234,2403,3,0,NA,NA
3,234,2621,1,1,70.82,70.22
3,234,2621,2,1,NA,NA
3,234,2621,3,1,NA,NA
3,234,2621,4,1,NA,78.47
3,234,3041,1,0,60.3,42.5
3,234,3041,2,0,NA,NA
3,234,3041,3,0,68.62,63.03
3,234,3041,4,0,NA,NA
3,234,3098,3,1,NA,NA
3,234,3098,4,1,75.3,NA
3,234,3098,1,1,72.04,65.92
3,234,3098,2,1,NA,NA
3,234,3303,1,0,67.33,56.26
3,234,3303,2,0,74.52,60.55
3,234,3303,3,0,76.18,65.53
3,234,3303,4,0,84,62.69
3,234,3324,1,0,68.56,63.86
3,234,3324,2,0,77.48,70.97
3,234,3324,3,0,75.4,71.71
3,234,3324,4,0,NA,74.4
3,234,3453,4,1,70.98,NA
3,234,3453,2,1,NA,72.52
3,234,3453,3,1,NA,NA
3,234,3453,1,1,71.03,62.39
3,234,3801,1,0,73.11,65.08
3,234,3801,2,0,74.91,69.25
3,234,3801,3,0,81.15,75.17
3,234,3801,4,0,81.17,69.45
3,234,3887,1,0,60.78,60.29
3,234,3887,2,0,NA,NA
3,234,3887,3,0,63.19,60.52
3,234,3887,4,0,NA,62.23
3,234,3897,1,1,NA,78.41
3,234,3897,2,1,NA,NA
3,234,3897,3,1,NA,NA
3,234,3897,4,1,83.07,NA
3,234,4276,1,0,71.08,68.33
3,234,4276,2,0,82.61,70.22
3,234,4276,3,0,NA,NA
3,234,4276,4,0,83.14,73.83
3,234,4747,1,1,67.75,62.2
3,234,4747,2,1,NA,NA
3,234,4747,3,1,NA,NA
3,234,4747,4,1,77.23,73.72
3,234,4882,1,0,55.69,50.36
3,234,4882,2,0,58.08,54.18
3,234,4882,3,0,NA,NA
3,234,4882,4,0,79.17,61.92
3,234,5006,3,0,NA,NA
3,234,5006,4,0,NA,NA
3,234,5006,1,0,54.3,61.99
3,234,5006,2,0,NA,NA
3,234,5276,3,1,81.63,81.94
3,234,5276,1,1,80.39,69.69
3,234,5276,2,1,78.47,80.65
3,234,5276,4,1,NA,NA
3,234,5738,4,1,NA,NA
3,234,5738,3,1,NA,NA
3,234,5738,1,1,75.4,71.83
3,234,5738,2,1,81.31,82.86
3,234,5746,1,1,62.43,59.95
3,234,5746,2,1,NA,NA
3,234,5746,3,1,68.79,NA
3,234,5746,4,1,65.76,54.24
3,234,5762,1,0,57.6,55.44
3,234,5762,2,0,NA,NA
3,234,5762,3,0,NA,NA
3,234,5762,4,0,NA,62.71
3,234,5966,1,0,60.87,56.18
3,234,5966,2,0,NA,NA
3,234,5966,3,0,NA,NA
3,234,5966,4,0,67.32,68.97
3,234,5981,3,1,NA,NA
3,234,5981,1,1,71.84,NA
3,234,5981,2,1,NA,NA
3,234,5981,4,1,77.97,NA
3,234,6158,4,1,NA,NA
3,234,6158,1,1,81.8,NA
3,234,6158,2,1,NA,NA
3,234,6158,3,1,NA,NA
3,234,6220,1,0,57.17,50.08
3,234,6220,2,0,NA,NA
3,234,6220,3,0,68.25,48.9
3,234,6220,4,0,65.82,62.1
3,234,6261,1,1,62.22,58.08
3,234,6261,2,1,NA,NA
3,234,6261,3,1,NA,NA
3,234,6261,4,1,NA,57.72
3,234,6418,4,0,77.52,73.94
3,234,6418,1,0,68.23,65.56
3,234,6418,2,0,70.47,68.7
3,234,6418,3,0,NA,NA
3,234,6490,2,0,NA,NA
3,234,6490,3,0,82.17,81.59
3,234,6490,4,0,NA,NA
3,234,6490,1,0,78.7,67.01
3,234,6543,1,0,70.1,69.29
3,234,6543,2,0,NA,NA
3,234,6543,3,0,NA,NA
3,234,6543,4,0,NA,NA
3,234,6651,1,0,74.69,69.04
3,234,6651,2,0,85.6,74.93
3,234,6651,3,0,87.26,78.64
3,234,6651,4,0,99.3,79.61
3,234,6814,1,0,62.07,52.75
3,234,6814,2,0,68.42,58.98
3,234,6814,3,0,76,65.65
3,234,6814,4,0,73.46,67.2
3,234,6859,3,1,NA,63.7
3,234,6859,1,1,63.98,56.56
3,234,6859,4,1,65.46,NA
3,234,6859,2,1,58.01,50.46
3,234,6924,1,0,70.27,65.22
3,234,6924,2,0,77.48,75.82
3,234,6924,3,0,82.98,75.11
3,234,6924,4,0,84.24,77.79
4,235,1067,1,0,57.94,58.29
4,235,1067,2,0,61.88,NA
4,235,1067,3,0,NA,55.55
4,235,1067,4,0,NA,NA
4,235,1352,1,1,67.92,72.62
4,235,1352,2,1,76.74,78.66
4,235,1352,3,1,72.76,73.46
4,235,1352,4,1,89.1,74.64
4,235,1399,1,0,52.23,47.03
4,235,1399,2,0,64.78,58.83
4,235,1399,3,0,65.36,62.38
4,235,1399,4,0,68.1,NA
4,235,1492,1,0,NA,49.29
4,235,1492,2,0,NA,56.16
4,235,1492,3,0,NA,NA
4,235,1492,4,0,NA,NA
4,235,1504,1,1,49.5,45.88
4,235,1504,2,1,39.6,53.09
4,235,1504,3,1,36.55,NA
4,235,1504,4,1,41.04,43.13
4,235,1621,1,1,NA,55.32
4,235,1621,2,1,66.85,65.11
4,235,1621,3,1,NA,NA
4,235,1621,4,1,NA,NA
4,235,1678,1,1,NA,35.4
4,235,1678,2,1,NA,40.23
4,235,1678,3,1,NA,37.84
4,235,1678,4,1,NA,35.12
4,235,1750,1,0,63.99,58.81
4,235,1750,2,0,72.37,67.33
4,235,1750,3,0,71.92,NA
4,235,1750,4,0,69.07,65.48
4,235,1781,1,0,79.07,70.97
4,235,1781,2,0,83.06,77.55
4,235,1781,3,0,84.4,NA
4,235,1781,4,0,90.5,80.67
4,235,2029,1,0,37,61.43
4,235,2029,2,0,44.34,59.42
4,235,2029,3,0,NA,NA
4,235,2029,4,0,43.2,NA
4,235,2361,1,0,NA,56.72
4,235,2361,2,0,65.75,76.99
4,235,2361,3,0,NA,NA
4,235,2361,4,0,NA,NA
4,235,2676,1,1,42.34,49.71
4,235,2676,2,1,45.55,65.52
4,235,2676,3,1,NA,NA
4,235,2676,4,1,42.3,NA
4,235,2827,1,1,NA,61.23
4,235,2827,2,1,NA,NA
4,235,2827,3,1,NA,60.24
4,235,2827,4,1,NA,NA
4,235,2844,1,0,50.38,56.19
4,235,2844,2,0,53.74,64.19
4,235,2844,3,0,49.72,NA
4,235,2844,4,0,58.65,71.24
4,235,2978,1,1,65.24,NA
4,235,2978,2,1,83.36,68.84
4,235,2978,3,1,83.98,NA
4,235,2978,4,1,80.1,57.43
4,235,3199,1,1,53.1,56.02
4,235,3199,2,1,56.08,66.63
4,235,3199,3,1,NA,NA
4,235,3199,4,1,NA,NA
4,235,3256,1,0,57.32,61.93
4,235,3256,2,0,NA,62.53
4,235,3256,3,0,NA,NA
4,235,3256,4,0,45.2,NA
4,235,3296,1,0,NA,NA
4,235,3296,2,0,68.46,73.42
4,235,3296,3,0,67.6,71.85
4,235,3296,4,0,68.04,72.25
4,235,3366,1,1,55.29,55.55
4,235,3366,2,1,71.19,70.68
4,235,3366,3,1,NA,NA
4,235,3366,4,1,85.87,65.31
4,235,3613,1,1,50.11,56.37
4,235,3613,2,1,61.25,55.14
4,235,3613,3,1,60.33,58.16
4,235,3613,4,1,64.57,57.26
4,235,3643,1,0,51.07,48.26
4,235,3643,2,0,42.95,NA
4,235,3643,3,0,39.54,NA
4,235,3643,4,0,40.19,NA
4,235,3796,1,1,52.13,46.72
4,235,3796,2,1,62.74,55.39
4,235,3796,3,1,NA,NA
4,235,3796,4,1,54.12,49.12
4,235,3815,1,0,53.61,62.36
4,235,3815,2,0,59.78,NA
4,235,3815,3,0,45.77,NA
4,235,3815,4,0,41.62,NA
4,235,3880,1,0,52.73,69.4
4,235,3880,2,0,63.71,70.99
4,235,3880,3,0,69.84,76.66
4,235,3880,4,0,NA,NA
4,235,4086,1,0,NA,50.46
4,235,4086,3,0,NA,NA
4,235,4086,4,0,61.81,65.47
4,235,4086,2,0,52.4,57.34
4,235,4116,4,0,43.29,NA
4,235,4116,2,0,NA,NA
4,235,4116,3,0,69.49,61.46
4,235,4116,1,0,49.8,NA
4,235,4326,1,0,NA,NA
4,235,4326,2,0,47.15,50.31
4,235,4326,3,0,41.83,48.15
4,235,4326,4,0,62.72,60.94
4,235,4825,4,0,87.33,67.92
4,235,4825,1,0,78.04,64.7
4,235,4825,2,0,72.06,62.5
4,235,4825,3,0,82.71,65.42
4,235,5025,1,1,42.31,52.17
4,235,5025,2,1,NA,NA
4,235,5025,3,1,43.86,43.05
4,235,5025,4,1,49.89,39.94
4,235,5150,3,0,NA,NA
4,235,5150,4,0,NA,NA
4,235,5150,1,0,68.83,67.7
4,235,5150,2,0,NA,73.48
4,235,5296,1,0,56.26,58.77
4,235,5296,2,0,NA,64.06
4,235,5296,3,0,NA,NA
4,235,5296,4,0,NA,63.98
4,235,5298,1,0,56.91,58.01
4,235,5298,2,0,61.38,55.96
4,235,5298,3,0,63.5,56.4
4,235,5298,4,0,78.65,64.83
4,235,5316,1,1,NA,50.14
4,235,5316,2,1,68.87,62.92
4,235,5316,3,1,60.71,61.63
4,235,5316,4,1,NA,NA
4,235,5368,1,1,82.24,74.14
4,235,5368,2,1,NA,NA
4,235,5368,3,1,NA,NA
4,235,5368,4,1,NA,NA
4,235,5415,1,1,57.12,67.17
4,235,5415,2,1,73.27,72.54
4,235,5415,3,1,79.54,75.25
4,235,5415,4,1,92.37,78.93
4,235,5515,1,1,64.77,69.14
4,235,5515,2,1,68.68,75.11
4,235,5515,3,1,71.04,77.18
4,235,5515,4,1,75.23,78.84
4,235,5750,1,1,38.42,35.82
4,235,5750,2,1,38.09,39.82
4,235,5750,3,1,NA,43.01
4,235,5750,4,1,34.61,41.65
4,235,6196,1,0,63.03,61.3
4,235,6196,2,0,70.58,62.8
4,235,6196,3,0,69.66,68.09
4,235,6196,4,0,72.88,67.36
4,235,6250,1,0,68.16,61.18
4,235,6250,2,0,NA,62.52
4,235,6250,3,0,NA,NA
4,235,6250,4,0,NA,NA
4,235,6327,1,1,54.21,48.56
4,235,6327,2,1,58.45,45.71
4,235,6327,3,1,54.42,45.74
4,235,6327,4,1,NA,NA
4,235,6629,1,1,40.31,NA
4,235,6629,2,1,42.22,46.1
4,235,6629,3,1,37.39,NA
4,235,6629,4,1,32.3,NA
1,237,1350,1,1,30.95,36.02
1,237,1350,2,1,33.34,41.14
1,237,1350,3,1,35.13,37.97
1,237,1350,4,1,42.11,42.6
1,237,2113,1,0,42.11,64.25
1,237,2113,2,0,46.34,NA
1,237,2113,3,0,NA,NA
1,237,2113,4,0,NA,NA
1,237,2234,1,1,73.72,66.57
1,237,2234,2,1,84.53,79.21
1,237,2234,3,1,86,81.81
1,237,2234,4,1,85.1,83.88
1,237,2464,1,0,NA,53.45
1,237,2464,2,0,41.55,45.25
1,237,2464,3,0,NA,NA
1,237,2464,4,0,40.89,46
1,237,2547,1,1,40.04,54.08
1,237,2547,2,1,57.49,60.8
1,237,2547,3,1,54.16,NA
1,237,2547,4,1,40.29,45.31
1,237,2569,1,1,41.48,56.11
1,237,2569,2,1,42.3,50.29
1,237,2569,3,1,NA,NA
1,237,2569,4,1,NA,NA
1,237,2761,1,1,64.6,63.19
1,237,2761,2,1,68.27,68.11
1,237,2761,3,1,NA,60.93
1,237,2761,4,1,NA,NA
1,237,2851,1,1,45.89,49.2
1,237,2851,2,1,68.16,51.31
1,237,2851,3,1,NA,46.59
1,237,2851,4,1,NA,46.85
1,237,2885,1,0,57.55,55.68
1,237,2885,2,0,68.65,51.92
1,237,2885,3,0,71.87,55.64
1,237,2885,4,0,72.61,46.37
1,237,2901,1,1,74.36,69.28
1,237,2901,2,1,78.55,77.34
1,237,2901,3,1,84.75,72.03
1,237,2901,4,1,85.13,66.75
1,237,3280,4,0,89.87,81.45
1,237,3280,1,0,71.3,66.36
1,237,3280,2,0,84.09,72.18
1,237,3280,3,0,78.05,76.44
1,237,3767,1,0,71.05,67.84
1,237,3767,2,0,76.27,73.13
1,237,3767,3,0,84.68,79.57
1,237,3767,4,0,79.19,79.81
1,237,3935,1,1,62.34,60.5
1,237,3935,2,1,68.67,59.87
1,237,3935,3,1,71.44,65.44
1,237,3935,4,1,76.07,64.73
1,237,4077,1,1,60.63,64.34
1,237,4077,2,1,63.09,62.2
1,237,4077,3,1,NA,NA
1,237,4077,4,1,59.68,60.52
1,237,4287,1,0,78.54,73.29
1,237,4287,2,0,82.57,77.35
1,237,4287,3,0,87.74,85.49
1,237,4287,4,0,98.02,83.52
1,237,4429,1,1,61.06,70.31
1,237,4429,2,1,80.69,73.54
1,237,4429,3,1,NA,74.78
1,237,4429,4,1,89.98,83.48
1,237,4556,1,0,58.16,65.11
1,237,4556,2,0,NA,NA
1,237,4556,3,0,NA,60.94
1,237,4556,4,0,NA,58.91
1,237,4986,1,1,57.82,51.22
1,237,4986,2,1,60.85,NA
1,237,4986,3,1,68.33,56.89
1,237,4986,4,1,69.76,53.9
1,237,5081,1,1,37.67,67.97
1,237,5081,2,1,43.58,66.51
1,237,5081,3,1,42.11,NA
1,237,5081,4,1,48.1,NA
1,237,5274,1,1,77.6,72.41
1,237,5274,2,1,81.52,78.54
1,237,5274,3,1,NA,82.25
1,237,5274,4,1,88.35,89.77
1,237,5375,1,0,68.92,58.94
1,237,5375,2,0,68.81,67.2
1,237,5375,3,0,77.13,65.5
1,237,5375,4,0,74.9,65.16
1,237,5548,4,0,56.86,51.43
1,237,5548,1,0,45.71,51.3
1,237,5548,2,0,56.26,47.89
1,237,5548,3,0,54.84,41.81
1,237,5581,1,0,54.48,50.76
1,237,5581,2,0,60.49,54.36
1,237,5581,3,0,63.61,62.41
1,237,5581,4,0,63.13,58.88
1,237,5794,1,0,59.49,58.61
1,237,5794,2,0,68.84,65.11
1,237,5794,3,0,66.36,64.64
1,237,5794,4,0,71.53,65.68
1,237,5809,1,0,42.12,41.6
1,237,5809,2,0,48.25,50.81
1,237,5809,3,0,41.25,54.1
1,237,5809,4,0,38.25,NA
1,237,5942,1,1,60.41,57.31
1,237,5942,2,1,63.8,62.12
1,237,5942,3,1,69.5,58.58
1,237,5942,4,1,73.85,63.65
1,237,5962,1,1,79.45,76.62
1,237,5962,2,1,83.97,79.48
1,237,5962,3,1,94.9,81.76
1,237,5962,4,1,92.34,84.41
1,237,6223,1,1,28.65,33.84
1,237,6223,2,1,39.04,33.82
1,237,6223,3,1,37.82,37.52
1,237,6223,4,1,42.47,32.08
1,237,6337,1,0,54.89,56.06
1,237,6337,2,0,66.75,48.9
1,237,6337,3,0,69.25,54.05
1,237,6337,4,0,66.42,63.1
1,237,6447,1,1,74.73,72.72
1,237,6447,2,1,83.2,81.26
1,237,6447,3,1,88.55,81.97
1,237,6447,4,1,86.56,89.99
1,237,6573,3,1,NA,NA
1,237,6573,4,1,65.03,67.78
1,237,6573,1,1,52.66,64.44
1,237,6573,2,1,71.77,69.39
1,237,6673,1,1,54.19,67.93
1,237,6673,2,1,61.21,69.32
1,237,6673,3,1,NA,NA
1,237,6673,4,1,63.61,60.11
1,237,6712,1,1,66.06,63.79
1,237,6712,2,1,68.85,68.27
1,237,6712,3,1,68.5,64.2
1,237,6712,4,1,72.24,68.51
1,237,6808,1,0,57.86,66.09
1,237,6808,2,0,57.17,62.74
1,237,6808,3,0,66.58,66.61
1,237,6808,4,0,62,63.94
1,238,1137,1,0,56.83,53.98
1,238,1137,2,0,59.22,54.97
1,238,1137,3,0,62.18,66.5
1,238,1137,4,0,NA,NA
1,238,1445,1,1,44.55,38.21
1,238,1445,2,1,70.47,50.56
1,238,1445,3,1,74.11,58.7
1,238,1445,4,1,NA,NA
1,238,1558,1,0,48.83,61.43
1,238,1558,2,0,NA,NA
1,238,1558,3,0,56.71,57.23
1,238,1558,4,0,NA,NA
1,238,2566,1,1,55.01,64.23
1,238,2566,2,1,NA,57.57
1,238,2566,3,1,61.26,65.67
1,238,2566,4,1,NA,NA
1,238,2619,1,0,63.98,60.59
1,238,2619,2,0,66.71,62.69
1,238,2619,3,0,63.79,67.29
1,238,2619,4,0,NA,NA
1,238,2642,1,0,65.43,56.85
1,238,2642,2,0,66.66,51.79
1,238,2642,3,0,70.75,64.89
1,238,2642,4,0,NA,NA
1,238,2650,1,1,67.86,73.52
1,238,2650,2,1,74.12,68.86
1,238,2650,3,1,74.97,74.33
1,238,2650,4,1,NA,NA
1,238,2699,1,1,41.88,51.53
1,238,2699,2,1,51.99,52.37
1,238,2699,3,1,58.29,60.48
1,238,2699,4,1,NA,NA
1,238,3072,1,1,63.61,63.18
1,238,3072,2,1,NA,NA
1,238,3072,3,1,65.69,61.55
1,238,3072,4,1,NA,NA
1,238,3240,1,1,55.23,57.77
1,238,3240,2,1,59.13,62.01
1,238,3240,3,1,68.65,65.58
1,238,3240,4,1,NA,NA
1,238,3307,1,0,67.66,63.95
1,238,3307,2,0,74.64,69.31
1,238,3307,3,0,77.19,67.56
1,238,3307,4,0,NA,NA
1,238,3315,1,1,64.93,64.63
1,238,3315,2,1,73.75,68.63
1,238,3315,3,1,76.12,70.39
1,238,3315,4,1,NA,NA
1,238,3496,1,0,50.51,61.6
1,238,3496,2,0,60.49,60.78
1,238,3496,3,0,65,60.32
1,238,3496,4,0,NA,NA
1,238,3530,1,1,50.71,50.27
1,238,3530,2,1,53.92,50.37
1,238,3530,3,1,52.64,61.02
1,238,3530,4,1,NA,NA
1,238,3749,1,0,53.82,41.02
1,238,3749,2,0,54.06,50.03
1,238,3749,3,0,59.31,49.7
1,238,3749,4,0,NA,NA
1,238,4022,1,1,56.8,52.87
1,238,4022,2,1,57.33,47.44
1,238,4022,3,1,57.96,48.22
1,238,4022,4,1,NA,NA
1,238,4280,1,0,54.9,55.64
1,238,4280,2,0,59.56,50.83
1,238,4280,3,0,60.9,64.83
1,238,4280,4,0,NA,NA
1,238,4451,1,0,54.81,52.59
1,238,4451,2,0,54.46,57.29
1,238,4451,3,0,58.29,62.62
1,238,4451,4,0,NA,NA
1,238,4603,1,1,63.37,65.78
1,238,4603,2,1,68.66,69.51
1,238,4603,3,1,78.23,68.67
1,238,4603,4,1,NA,NA
1,238,4694,1,1,79.64,77.87
1,238,4694,2,1,85.03,78.27
1,238,4694,3,1,61.83,75.79
1,238,4694,4,1,NA,NA
1,238,5058,2,1,46.15,52.23
1,238,5058,3,1,57.03,59.55
1,238,5058,4,1,NA,NA
1,238,5058,1,1,49.69,54.75
1,238,5437,1,1,71.02,69.17
1,238,5437,2,1,75.59,74.66
1,238,5437,3,1,NA,76.65
1,238,5437,4,1,NA,NA
1,238,5486,1,1,63.93,61.28
1,238,5486,2,1,70.82,61.46
1,238,5486,3,1,71.31,63.8
1,238,5486,4,1,NA,NA
1,238,5582,1,0,49.12,57.89
1,238,5582,2,0,58.15,56
1,238,5582,3,0,58.91,63.45
1,238,5582,4,0,NA,NA
1,238,5689,1,0,72.02,66.62
1,238,5689,2,0,71.59,NA
1,238,5689,3,0,64.44,NA
1,238,5689,4,0,NA,NA
1,238,5993,4,0,NA,NA
1,238,5993,1,0,60.45,61.53
1,238,5993,2,0,66.09,59.69
1,238,5993,3,0,66.14,63.42
1,238,5994,4,0,NA,NA
1,238,5994,1,0,70.52,69.46
1,238,5994,2,0,79.12,74.81
1,238,5994,3,0,80.74,75.25
1,238,5997,1,1,48.87,45.25
1,238,5997,2,1,50.09,49.57
1,238,5997,3,1,54.9,53.22
1,238,5997,4,1,NA,NA
1,238,6213,1,0,69.01,60.96
1,238,6213,2,0,71,61.61
1,238,6213,3,0,72.48,65.29
1,238,6213,4,0,NA,NA
1,238,6523,1,0,34.21,32.62
1,238,6523,2,0,42.12,30.96
1,238,6523,3,0,55.06,31.78
1,238,6523,4,0,NA,NA
1,238,6649,1,1,55.07,59.67
1,238,6649,2,1,63.67,61.29
1,238,6649,3,1,66.93,69.05
1,238,6649,4,1,NA,NA
1,238,6815,1,1,59.43,58.68
1,238,6815,2,1,63.71,62.37
1,238,6815,3,1,62.86,64.92
1,238,6815,4,1,NA,NA
4,239,1052,1,0,58.06,49.51
4,239,1052,2,0,69.05,53.69
4,239,1052,3,0,68.39,61.73
4,239,1052,4,0,72.27,60.57
4,239,1123,1,1,50.86,63.99
4,239,1123,2,1,59.22,65.66
4,239,1123,3,1,63.79,71.34
4,239,1123,4,1,67.71,64.73
4,239,1202,2,1,57.56,52.08
4,239,1202,3,1,64.72,61.46
4,239,1202,4,1,NA,NA
4,239,1202,1,1,61.61,56.01
